year,from,to,present_in
1965,ch,fr,bundled_only
1965,ch,gb,bundled_only
1965,ch,ie,bundled_only
1965,ch,it,bundled_only
1965,ch,lu,bundled_only
1965,ch,mc,bundled_only
1965,ch,nl,bundled_only
1965,ch,no,bundled_only
1965,ch,pt,bundled_only
1965,ch,se,bundled_only
1965,ch,yu,bundled_only
1965,de,at,bundled_only
1965,de,be,bundled_only
1965,de,ch,bundled_only
1965,de,de,bundled_only
1965,de,dk,bundled_only
1965,de,es,bundled_only
1965,de,fi,bundled_only
1965,de,fr,bundled_only
1965,de,gb,bundled_only
1965,de,ie,bundled_only
1965,de,it,bundled_only
1965,de,lu,bundled_only
1965,de,mc,bundled_only
1965,de,nl,bundled_only
1965,de,no,bundled_only
1965,de,pt,bundled_only
1965,de,se,bundled_only
1965,de,yu,bundled_only
1965,dk,at,bundled_only
1965,dk,be,bundled_only
1965,dk,ch,bundled_only
1965,dk,de,bundled_only
1965,dk,dk,bundled_only
1965,dk,es,bundled_only
1965,dk,fi,bundled_only
1965,dk,fr,bundled_only
1965,dk,gb,bundled_only
1965,dk,ie,bundled_only
1965,dk,it,bundled_only
1965,dk,lu,bundled_only
1965,dk,mc,bundled_only
1965,dk,nl,bundled_only
1965,dk,no,bundled_only
1965,dk,pt,bundled_only
1965,dk,se,bundled_only
1965,dk,yu,bundled_only
1965,es,at,bundled_only
1965,es,be,bundled_only
1965,es,ch,bundled_only
1965,es,de,bundled_only
1965,es,dk,bundled_only
1965,es,es,bundled_only
1965,es,fi,bundled_only
1965,es,fr,bundled_only
1965,es,gb,bundled_only
1965,es,ie,bundled_only
1965,es,it,bundled_only
1965,es,lu,bundled_only
1965,es,mc,bundled_only
1965,es,nl,bundled_only
1965,es,no,bundled_only
1965,es,pt,bundled_only
1965,es,se,bundled_only
1965,es,yu,bundled_only
1965,fi,at,bundled_only
1965,fi,be,bundled_only
1965,fi,ch,bundled_only
1965,fi,de,bundled_only
1965,fi,dk,bundled_only
1965,fi,es,bundled_only
1965,fi,fi,bundled_only
1965,fi,fr,bundled_only
1965,fi,gb,bundled_only
1965,fi,ie,bundled_only
1965,fi,it,bundled_only
1965,fi,lu,bundled_only
1965,fi,mc,bundled_only
1965,fi,nl,bundled_only
1965,fi,no,bundled_only
1965,fi,pt,bundled_only
1965,fi,se,bundled_only
1965,fi,yu,bundled_only
1965,fr,at,bundled_only
1965,fr,be,bundled_only
1965,fr,ch,bundled_only
1965,fr,de,bundled_only
1965,fr,dk,bundled_only
1965,fr,es,bundled_only
1965,fr,fi,bundled_only
1965,fr,fr,bundled_only
1965,fr,gb,bundled_only
1965,fr,ie,bundled_only
1965,fr,it,bundled_only
1965,fr,lu,bundled_only
1965,fr,mc,bundled_only
1965,fr,nl,bundled_only
1965,fr,no,bundled_only
1965,fr,pt,bundled_only
1965,fr,se,bundled_only
1965,fr,yu,bundled_only
1965,gb,at,bundled_only
1965,gb,be,bundled_only
1965,gb,ch,bundled_only
1965,gb,de,bundled_only
1965,gb,dk,bundled_only
1965,gb,es,bundled_only
1965,gb,fi,bundled_only
1965,gb,fr,bundled_only
1965,gb,gb,bundled_only
1965,gb,ie,bundled_only
1965,gb,it,bundled_only
1965,gb,lu,bundled_only
1965,gb,mc,bundled_only
1965,gb,nl,bundled_only
1965,gb,no,bundled_only
1965,gb,pt,bundled_only
1965,gb,se,bundled_only
1965,gb,yu,bundled_only
1965,ie,at,bundled_only
1965,ie,be,bundled_only
1965,ie,ch,bundled_only
1965,ie,de,bundled_only
1965,ie,dk,bundled_only
1965,ie,es,bundled_only
1965,ie,fi,bundled_only
1965,ie,fr,bundled_only
1965,ie,gb,bundled_only
1965,ie,ie,bundled_only
1965,ie,it,bundled_only
1965,ie,lu,bundled_only
1965,ie,mc,bundled_only
1965,ie,nl,bundled_only
1965,ie,no,bundled_only
1965,ie,pt,bundled_only
1965,ie,se,bundled_only
1965,ie,yu,bundled_only
1965,it,at,bundled_only
1965,it,be,bundled_only
1965,it,ch,bundled_only
1965,it,de,bundled_only
1965,it,dk,bundled_only
1965,it,es,bundled_only
1965,it,fi,bundled_only
1965,it,fr,bundled_only
1965,it,gb,bundled_only
1965,it,ie,bundled_only
1965,it,it,bundled_only
1965,it,lu,bundled_only
1965,it,mc,bundled_only
1965,it,nl,bundled_only
1965,it,no,bundled_only
1965,it,pt,bundled_only
1965,it,se,bundled_only
1965,it,yu,bundled_only
1965,lu,at,bundled_only
1965,lu,be,bundled_only
1965,lu,ch,bundled_only
1965,lu,de,bundled_only
1965,lu,dk,bundled_only
1965,lu,es,bundled_only
1965,lu,fi,bundled_only
1965,lu,fr,bundled_only
1965,lu,gb,bundled_only
1965,lu,ie,bundled_only
1965,lu,it,bundled_only
1965,lu,lu,bundled_only
1965,lu,mc,bundled_only
1965,lu,nl,bundled_only
1965,lu,no,bundled_only
1965,lu,pt,bundled_only
1965,lu,se,bundled_only
1965,lu,yu,bundled_only
1965,mc,at,bundled_only
1965,mc,be,bundled_only
1965,mc,ch,bundled_only
1965,mc,de,bundled_only
1965,mc,dk,bundled_only
1965,mc,es,bundled_only
1965,mc,fi,bundled_only
1965,mc,fr,bundled_only
1965,mc,gb,bundled_only
1965,mc,ie,bundled_only
1965,mc,it,bundled_only
1965,mc,lu,bundled_only
1965,mc,mc,bundled_only
1965,mc,nl,bundled_only
1965,mc,no,bundled_only
1965,mc,pt,bundled_only
1965,mc,se,bundled_only
1965,mc,yu,bundled_only
1965,nl,at,bundled_only
1965,nl,be,bundled_only
1965,nl,ch,bundled_only
1965,nl,de,bundled_only
1965,nl,dk,bundled_only
1965,nl,es,bundled_only
1965,nl,fi,bundled_only
1965,nl,fr,bundled_only
1965,nl,gb,bundled_only
1965,nl,ie,bundled_only
1965,nl,it,bundled_only
1965,nl,lu,bundled_only
1965,nl,mc,bundled_only
1965,nl,nl,bundled_only
1965,nl,no,bundled_only
1965,nl,pt,bundled_only
1965,nl,se,bundled_only
1965,nl,yu,bundled_only
1965,no,at,bundled_only
1965,no,be,bundled_only
1965,no,ch,bundled_only
1965,no,de,bundled_only
1965,no,dk,bundled_only
1965,no,es,bundled_only
1965,no,fi,bundled_only
1965,no,fr,bundled_only
1965,no,gb,bundled_only
1965,no,ie,bundled_only
1965,no,it,bundled_only
1965,no,lu,bundled_only
1965,no,mc,bundled_only
1965,no,nl,bundled_only
1965,no,no,bundled_only
1965,no,pt,bundled_only
1965,no,se,bundled_only
1965,no,yu,bundled_only
1965,pt,at,bundled_only
1965,pt,be,bundled_only
1965,pt,ch,bundled_only
1965,pt,de,bundled_only
1965,pt,dk,bundled_only
1965,pt,es,bundled_only
1965,pt,fi,bundled_only
1965,pt,fr,bundled_only
1965,pt,gb,bundled_only
1965,pt,ie,bundled_only
1965,pt,it,bundled_only
1965,pt,lu,bundled_only
1965,pt,mc,bundled_only
1965,pt,nl,bundled_only
1965,pt,no,bundled_only
1965,pt,pt,bundled_only
1965,pt,se,bundled_only
1965,pt,yu,bundled_only
1965,se,at,bundled_only
1965,se,be,bundled_only
1965,se,ch,bundled_only
1965,se,de,bundled_only
1965,se,dk,bundled_only
1965,se,es,bundled_only
1965,se,fi,bundled_only
1965,se,fr,bundled_only
1965,se,gb,bundled_only
1965,se,ie,bundled_only
1965,se,it,bundled_only
1965,se,lu,bundled_only
1965,se,mc,bundled_only
1965,se,nl,bundled_only
1965,se,no,bundled_only
1965,se,pt,bundled_only
1965,se,se,bundled_only
1965,se,yu,bundled_only
1965,yu,at,bundled_only
1965,yu,be,bundled_only
1965,yu,ch,bundled_only
1965,yu,de,bundled_only
1965,yu,dk,bundled_only
1965,yu,es,bundled_only
1965,yu,fi,bundled_only
1965,yu,fr,bundled_only
1965,yu,gb,bundled_only
1965,yu,ie,bundled_only
1965,yu,it,bundled_only
1965,yu,lu,bundled_only
1965,yu,mc,bundled_only
1965,yu,nl,bundled_only
1965,yu,no,bundled_only
1965,yu,pt,bundled_only
1965,yu,se,bundled_only
1965,yu,yu,bundled_only
1966,at,at,bundled_only
1966,at,be,bundled_only
1966,at,ch,bundled_only
1966,at,de,bundled_only
1966,at,dk,bundled_only
1966,at,es,bundled_only
1966,at,fi,bundled_only
1966,at,fr,bundled_only
1966,at,gb,bundled_only
1966,at,ie,bundled_only
1966,at,it,bundled_only
1966,at,lu,bundled_only
1966,at,mc,bundled_only
1966,at,nl,bundled_only
1966,at,no,bundled_only
1966,at,pt,bundled_only
1966,at,se,bundled_only
1966,at,yu,bundled_only
1966,be,at,bundled_only
1966,be,be,bundled_only
1966,be,ch,bundled_only
1966,be,de,bundled_only
1966,be,dk,bundled_only
1966,be,es,bundled_only
1966,be,fi,bundled_only
1966,be,fr,bundled_only
1966,be,gb,bundled_only
1966,be,ie,bundled_only
1966,be,it,bundled_only
1966,be,lu,bundled_only
1966,be,mc,bundled_only
1966,be,nl,bundled_only
1966,be,no,bundled_only
1966,be,pt,bundled_only
1966,be,se,bundled_only
1966,be,yu,bundled_only
1966,ch,at,bundled_only
1966,ch,be,bundled_only
1966,ch,ch,bundled_only
1966,ch,de,bundled_only
1966,ch,dk,bundled_only
1966,ch,es,bundled_only
1966,ch,fi,bundled_only
1966,ch,fr,bundled_only
1966,ch,gb,bundled_only
1966,ch,ie,bundled_only
1966,ch,it,bundled_only
1966,ch,lu,bundled_only
1966,ch,mc,bundled_only
1966,ch,nl,bundled_only
1966,ch,no,bundled_only
1966,ch,pt,bundled_only
1966,ch,se,bundled_only
1966,ch,yu,bundled_only
1966,de,at,bundled_only
1966,de,be,bundled_only
1966,de,ch,bundled_only
1966,de,de,bundled_only
1966,de,dk,bundled_only
1966,de,es,bundled_only
1966,de,fi,bundled_only
1966,de,fr,bundled_only
1966,de,gb,bundled_only
1966,de,ie,bundled_only
1966,de,it,bundled_only
1966,de,lu,bundled_only
1966,de,mc,bundled_only
1966,de,nl,bundled_only
1966,de,no,bundled_only
1966,de,pt,bundled_only
1966,de,se,bundled_only
1966,de,yu,bundled_only
1966,dk,at,bundled_only
1966,dk,be,bundled_only
1966,dk,ch,bundled_only
1966,dk,de,bundled_only
1966,dk,dk,bundled_only
1966,dk,es,bundled_only
1966,dk,fi,bundled_only
1966,dk,fr,bundled_only
1966,dk,gb,bundled_only
1966,dk,ie,bundled_only
1966,dk,it,bundled_only
1966,dk,lu,bundled_only
1966,dk,mc,bundled_only
1966,dk,nl,bundled_only
1966,dk,no,bundled_only
1966,dk,pt,bundled_only
1966,dk,se,bundled_only
1966,dk,yu,bundled_only
1966,es,at,bundled_only
1966,es,be,bundled_only
1966,es,ch,bundled_only
1966,es,de,bundled_only
1966,es,dk,bundled_only
1966,es,es,bundled_only
1966,es,fi,bundled_only
1966,es,fr,bundled_only
1966,es,gb,bundled_only
1966,es,ie,bundled_only
1966,es,it,bundled_only
1966,es,lu,bundled_only
1966,es,mc,bundled_only
1966,es,nl,bundled_only
1966,es,no,bundled_only
1966,es,pt,bundled_only
1966,es,se,bundled_only
1966,es,yu,bundled_only
1966,fi,at,bundled_only
1966,fi,be,bundled_only
1966,fi,ch,bundled_only
1966,fi,de,bundled_only
1966,fi,dk,bundled_only
1966,fi,es,bundled_only
1966,fi,fi,bundled_only
1966,fi,fr,bundled_only
1966,fi,gb,bundled_only
1966,fi,ie,bundled_only
1966,fi,it,bundled_only
1966,fi,lu,bundled_only
1966,fi,mc,bundled_only
1966,fi,nl,bundled_only
1966,fi,no,bundled_only
1966,fi,pt,bundled_only
1966,fi,se,bundled_only
1966,fi,yu,bundled_only
1966,fr,at,bundled_only
1966,fr,be,bundled_only
1966,fr,ch,bundled_only
1966,fr,de,bundled_only
1966,fr,dk,bundled_only
1966,fr,es,bundled_only
1966,fr,fi,bundled_only
1966,fr,fr,bundled_only
1966,fr,gb,bundled_only
1966,fr,ie,bundled_only
1966,fr,it,bundled_only
1966,fr,lu,bundled_only
1966,fr,mc,bundled_only
1966,fr,nl,bundled_only
1966,fr,no,bundled_only
1966,fr,pt,bundled_only
1966,fr,se,bundled_only
1966,fr,yu,bundled_only
1966,gb,at,bundled_only
1966,gb,be,bundled_only
1966,gb,ch,bundled_only
1966,gb,de,bundled_only
1966,gb,dk,bundled_only
1966,gb,es,bundled_only
1966,gb,fi,bundled_only
1966,gb,fr,bundled_only
1966,gb,gb,bundled_only
1966,gb,ie,bundled_only
1966,gb,it,bundled_only
1966,gb,lu,bundled_only
1966,gb,mc,bundled_only
1966,gb,nl,bundled_only
1966,gb,no,bundled_only
1966,gb,pt,bundled_only
1966,gb,se,bundled_only
1966,gb,yu,bundled_only
1966,ie,at,bundled_only
1966,ie,be,bundled_only
1966,ie,ch,bundled_only
1966,ie,de,bundled_only
1966,ie,dk,bundled_only
1966,ie,es,bundled_only
1966,ie,fi,bundled_only
1966,ie,fr,bundled_only
1966,ie,gb,bundled_only
1966,ie,ie,bundled_only
1966,ie,it,bundled_only
1966,ie,lu,bundled_only
1966,ie,mc,bundled_only
1966,ie,nl,bundled_only
1966,ie,no,bundled_only
1966,ie,pt,bundled_only
1966,ie,se,bundled_only
1966,ie,yu,bundled_only
1966,it,at,bundled_only
1966,it,be,bundled_only
1966,it,ch,bundled_only
1966,it,de,bundled_only
1966,it,dk,bundled_only
1966,it,es,bundled_only
1966,it,fi,bundled_only
1966,it,fr,bundled_only
1966,it,gb,bundled_only
1966,it,ie,bundled_only
1966,it,it,bundled_only
1966,it,lu,bundled_only
1966,it,mc,bundled_only
1966,it,nl,bundled_only
1966,it,no,bundled_only
1966,it,pt,bundled_only
1966,it,se,bundled_only
1966,it,yu,bundled_only
1966,lu,at,bundled_only
1966,lu,be,bundled_only
1966,lu,ch,bundled_only
1966,lu,de,bundled_only
1966,lu,dk,bundled_only
1966,lu,es,bundled_only
1966,lu,fi,bundled_only
1966,lu,fr,bundled_only
1966,lu,gb,bundled_only
1966,lu,ie,bundled_only
1966,lu,it,bundled_only
1966,lu,lu,bundled_only
1966,lu,mc,bundled_only
1966,lu,nl,bundled_only
1966,lu,no,bundled_only
1966,lu,pt,bundled_only
1966,lu,se,bundled_only
1966,lu,yu,bundled_only
1966,mc,at,bundled_only
1966,mc,be,bundled_only
1966,mc,ch,bundled_only
1966,mc,de,bundled_only
1966,mc,dk,bundled_only
1966,mc,es,bundled_only
1966,mc,fi,bundled_only
1966,mc,fr,bundled_only
1966,mc,gb,bundled_only
1966,mc,ie,bundled_only
1966,mc,it,bundled_only
1966,mc,lu,bundled_only
1966,mc,mc,bundled_only
1966,mc,nl,bundled_only
1966,mc,no,bundled_only
1966,mc,pt,bundled_only
1966,mc,se,bundled_only
1966,mc,yu,bundled_only
1966,nl,at,bundled_only
1966,nl,be,bundled_only
1966,nl,ch,bundled_only
1966,nl,de,bundled_only
1966,nl,dk,bundled_only
1966,nl,es,bundled_only
1966,nl,fi,bundled_only
1966,nl,fr,bundled_only
1966,nl,gb,bundled_only
1966,nl,ie,bundled_only
1966,nl,it,bundled_only
1966,nl,lu,bundled_only
1966,nl,mc,bundled_only
1966,nl,nl,bundled_only
1966,nl,no,bundled_only
1966,nl,pt,bundled_only
1966,nl,se,bundled_only
1966,nl,yu,bundled_only
1966,no,at,bundled_only
1966,no,be,bundled_only
1966,no,ch,bundled_only
1966,no,de,bundled_only
1966,no,dk,bundled_only
1966,no,es,bundled_only
1966,no,fi,bundled_only
1966,no,fr,bundled_only
1966,no,gb,bundled_only
1966,no,ie,bundled_only
1966,no,it,bundled_only
1966,no,lu,bundled_only
1966,no,mc,bundled_only
1966,no,nl,bundled_only
1966,no,no,bundled_only
1966,no,pt,bundled_only
1966,no,se,bundled_only
1966,no,yu,bundled_only
1966,pt,at,bundled_only
1966,pt,be,bundled_only
1966,pt,ch,bundled_only
1966,pt,de,bundled_only
1966,pt,dk,bundled_only
1966,pt,es,bundled_only
1966,pt,fi,bundled_only
1966,pt,fr,bundled_only
1966,pt,gb,bundled_only
1966,pt,ie,bundled_only
1966,pt,it,bundled_only
1966,pt,lu,bundled_only
1966,pt,mc,bundled_only
1966,pt,nl,bundled_only
1966,pt,no,bundled_only
1966,pt,pt,bundled_only
1966,pt,se,bundled_only
1966,pt,yu,bundled_only
1966,se,at,bundled_only
1966,se,be,bundled_only
1966,se,ch,bundled_only
1966,se,de,bundled_only
1966,se,dk,bundled_only
1966,se,es,bundled_only
1966,se,fi,bundled_only
1966,se,fr,bundled_only
1966,se,gb,bundled_only
1966,se,ie,bundled_only
1966,se,it,bundled_only
1966,se,lu,bundled_only
1966,se,mc,bundled_only
1966,se,nl,bundled_only
1966,se,no,bundled_only
1966,se,pt,bundled_only
1966,se,se,bundled_only
1966,se,yu,bundled_only
1966,yu,at,bundled_only
1966,yu,be,bundled_only
1966,yu,ch,bundled_only
1966,yu,de,bundled_only
1966,yu,dk,bundled_only
1966,yu,es,bundled_only
1966,yu,fi,bundled_only
1966,yu,fr,bundled_only
1966,yu,gb,bundled_only
1966,yu,ie,bundled_only
1966,yu,it,bundled_only
1966,yu,lu,bundled_only
1966,yu,mc,bundled_only
1966,yu,nl,bundled_only
1966,yu,no,bundled_only
1966,yu,pt,bundled_only
1966,yu,se,bundled_only
1966,yu,yu,bundled_only
1967,at,at,bundled_only
1967,at,be,bundled_only
1967,at,ch,bundled_only
1967,at,de,bundled_only
1967,at,es,bundled_only
1967,at,fi,bundled_only
1967,at,fr,bundled_only
1967,at,gb,bundled_only
1967,at,ie,bundled_only
1967,at,it,bundled_only
1967,at,lu,bundled_only
1967,at,mc,bundled_only
1967,at,nl,bundled_only
1967,at,no,bundled_only
1967,at,pt,bundled_only
1967,at,se,bundled_only
1967,at,yu,bundled_only
1967,be,at,bundled_only
1967,be,be,bundled_only
1967,be,ch,bundled_only
1967,be,de,bundled_only
1967,be,es,bundled_only
1967,be,fi,bundled_only
1967,be,fr,bundled_only
1967,be,gb,bundled_only
1967,be,ie,bundled_only
1967,be,it,bundled_only
1967,be,lu,bundled_only
1967,be,mc,bundled_only
1967,be,nl,bundled_only
1967,be,no,bundled_only
1967,be,pt,bundled_only
1967,be,se,bundled_only
1967,be,yu,bundled_only
1967,ch,at,bundled_only
1967,ch,be,bundled_only
1967,ch,ch,bundled_only
1967,ch,de,bundled_only
1967,ch,es,bundled_only
1967,ch,fi,bundled_only
1967,ch,fr,bundled_only
1967,ch,gb,bundled_only
1967,ch,ie,bundled_only
1967,ch,it,bundled_only
1967,ch,lu,bundled_only
1967,ch,mc,bundled_only
1967,ch,nl,bundled_only
1967,ch,no,bundled_only
1967,ch,pt,bundled_only
1967,ch,se,bundled_only
1967,ch,yu,bundled_only
1967,de,at,bundled_only
1967,de,be,bundled_only
1967,de,ch,bundled_only
1967,de,de,bundled_only
1967,de,es,bundled_only
1967,de,fi,bundled_only
1967,de,fr,bundled_only
1967,de,gb,bundled_only
1967,de,ie,bundled_only
1967,de,it,bundled_only
1967,de,lu,bundled_only
1967,de,mc,bundled_only
1967,de,nl,bundled_only
1967,de,no,bundled_only
1967,de,pt,bundled_only
1967,de,se,bundled_only
1967,de,yu,bundled_only
1967,es,at,bundled_only
1967,es,be,bundled_only
1967,es,ch,bundled_only
1967,es,de,bundled_only
1967,es,es,bundled_only
1967,es,fi,bundled_only
1967,es,fr,bundled_only
1967,es,gb,bundled_only
1967,es,ie,bundled_only
1967,es,it,bundled_only
1967,es,lu,bundled_only
1967,es,mc,bundled_only
1967,es,nl,bundled_only
1967,es,no,bundled_only
1967,es,pt,bundled_only
1967,es,se,bundled_only
1967,es,yu,bundled_only
1967,fi,at,bundled_only
1967,fi,be,bundled_only
1967,fi,ch,bundled_only
1967,fi,de,bundled_only
1967,fi,es,bundled_only
1967,fi,fi,bundled_only
1967,fi,fr,bundled_only
1967,fi,gb,bundled_only
1967,fi,ie,bundled_only
1967,fi,it,bundled_only
1967,fi,lu,bundled_only
1967,fi,mc,bundled_only
1967,fi,nl,bundled_only
1967,fi,no,bundled_only
1967,fi,pt,bundled_only
1967,fi,se,bundled_only
1967,fi,yu,bundled_only
1967,fr,at,bundled_only
1967,fr,be,bundled_only
1967,fr,ch,bundled_only
1967,fr,de,bundled_only
1967,fr,es,bundled_only
1967,fr,fi,bundled_only
1967,fr,fr,bundled_only
1967,fr,gb,bundled_only
1967,fr,ie,bundled_only
1967,fr,it,bundled_only
1967,fr,lu,bundled_only
1967,fr,mc,bundled_only
1967,fr,nl,bundled_only
1967,fr,no,bundled_only
1967,fr,pt,bundled_only
1967,fr,se,bundled_only
1967,fr,yu,bundled_only
1967,gb,at,bundled_only
1967,gb,be,bundled_only
1967,gb,ch,bundled_only
1967,gb,de,bundled_only
1967,gb,es,bundled_only
1967,gb,fi,bundled_only
1967,gb,fr,bundled_only
1967,gb,gb,bundled_only
1967,gb,ie,bundled_only
1967,gb,it,bundled_only
1967,gb,lu,bundled_only
1967,gb,mc,bundled_only
1967,gb,nl,bundled_only
1967,gb,no,bundled_only
1967,gb,pt,bundled_only
1967,gb,se,bundled_only
1967,gb,yu,bundled_only
1967,ie,at,bundled_only
1967,ie,be,bundled_only
1967,ie,ch,bundled_only
1967,ie,de,bundled_only
1967,ie,es,bundled_only
1967,ie,fi,bundled_only
1967,ie,fr,bundled_only
1967,ie,gb,bundled_only
1967,ie,ie,bundled_only
1967,ie,it,bundled_only
1967,ie,lu,bundled_only
1967,ie,mc,bundled_only
1967,ie,nl,bundled_only
1967,ie,no,bundled_only
1967,ie,pt,bundled_only
1967,ie,se,bundled_only
1967,ie,yu,bundled_only
1967,it,at,bundled_only
1967,it,be,bundled_only
1967,it,ch,bundled_only
1967,it,de,bundled_only
1967,it,es,bundled_only
1967,it,fi,bundled_only
1967,it,fr,bundled_only
1967,it,gb,bundled_only
1967,it,ie,bundled_only
1967,it,it,bundled_only
1967,it,lu,bundled_only
1967,it,mc,bundled_only
1967,it,nl,bundled_only
1967,it,no,bundled_only
1967,it,pt,bundled_only
1967,it,se,bundled_only
1967,it,yu,bundled_only
1967,lu,at,bundled_only
1967,lu,be,bundled_only
1967,lu,ch,bundled_only
1967,lu,de,bundled_only
1967,lu,es,bundled_only
1967,lu,fi,bundled_only
1967,lu,fr,bundled_only
1967,lu,gb,bundled_only
1967,lu,ie,bundled_only
1967,lu,it,bundled_only
1967,lu,lu,bundled_only
1967,lu,mc,bundled_only
1967,lu,nl,bundled_only
1967,lu,no,bundled_only
1967,lu,pt,bundled_only
1967,lu,se,bundled_only
1967,lu,yu,bundled_only
1967,mc,at,bundled_only
1967,mc,be,bundled_only
1967,mc,ch,bundled_only
1967,mc,de,bundled_only
1967,mc,es,bundled_only
1967,mc,fi,bundled_only
1967,mc,fr,bundled_only
1967,mc,gb,bundled_only
1967,mc,ie,bundled_only
1967,mc,it,bundled_only
1967,mc,lu,bundled_only
1967,mc,mc,bundled_only
1967,mc,nl,bundled_only
1967,mc,no,bundled_only
1967,mc,pt,bundled_only
1967,mc,se,bundled_only
1967,mc,yu,bundled_only
1967,nl,at,bundled_only
1967,nl,be,bundled_only
1967,nl,ch,bundled_only
1967,nl,de,bundled_only
1967,nl,es,bundled_only
1967,nl,fi,bundled_only
1967,nl,fr,bundled_only
1967,nl,gb,bundled_only
1967,nl,ie,bundled_only
1967,nl,it,bundled_only
1967,nl,lu,bundled_only
1967,nl,mc,bundled_only
1967,nl,nl,bundled_only
1967,nl,no,bundled_only
1967,nl,pt,bundled_only
1967,nl,se,bundled_only
1967,nl,yu,bundled_only
1967,no,at,bundled_only
1967,no,be,bundled_only
1967,no,ch,bundled_only
1967,no,de,bundled_only
1967,no,es,bundled_only
1967,no,fi,bundled_only
1967,no,fr,bundled_only
1967,no,gb,bundled_only
1967,no,ie,bundled_only
1967,no,it,bundled_only
1967,no,lu,bundled_only
1967,no,mc,bundled_only
1967,no,nl,bundled_only
1967,no,no,bundled_only
1967,no,pt,bundled_only
1967,no,se,bundled_only
1967,no,yu,bundled_only
1967,pt,at,bundled_only
1967,pt,be,bundled_only
1967,pt,ch,bundled_only
1967,pt,de,bundled_only
1967,pt,es,bundled_only
1967,pt,fi,bundled_only
1967,pt,fr,bundled_only
1967,pt,gb,bundled_only
1967,pt,ie,bundled_only
1967,pt,it,bundled_only
1967,pt,lu,bundled_only
1967,pt,mc,bundled_only
1967,pt,nl,bundled_only
1967,pt,no,bundled_only
1967,pt,pt,bundled_only
1967,pt,se,bundled_only
1967,pt,yu,bundled_only
1967,se,at,bundled_only
1967,se,be,bundled_only
1967,se,ch,bundled_only
1967,se,de,bundled_only
1967,se,es,bundled_only
1967,se,fi,bundled_only
1967,se,fr,bundled_only
1967,se,gb,bundled_only
1967,se,ie,bundled_only
1967,se,it,bundled_only
1967,se,lu,bundled_only
1967,se,mc,bundled_only
1967,se,nl,bundled_only
1967,se,no,bundled_only
1967,se,pt,bundled_only
1967,se,se,bundled_only
1967,se,yu,bundled_only
1967,yu,at,bundled_only
1967,yu,be,bundled_only
1967,yu,ch,bundled_only
1967,yu,de,bundled_only
1967,yu,es,bundled_only
1967,yu,fi,bundled_only
1967,yu,fr,bundled_only
1967,yu,gb,bundled_only
1967,yu,ie,bundled_only
1967,yu,it,bundled_only
1967,yu,lu,bundled_only
1967,yu,mc,bundled_only
1967,yu,nl,bundled_only
1967,yu,no,bundled_only
1967,yu,pt,bundled_only
1967,yu,se,bundled_only
1967,yu,yu,bundled_only
1968,at,at,bundled_only
1968,at,be,bundled_only
1968,at,ch,bundled_only
1968,at,de,bundled_only
1968,at,es,bundled_only
1968,at,fi,bundled_only
1968,at,fr,bundled_only
1968,at,gb,bundled_only
1968,at,ie,bundled_only
1968,at,it,bundled_only
1968,at,lu,bundled_only
1968,at,mc,bundled_only
1968,at,nl,bundled_only
1968,at,no,bundled_only
1968,at,pt,bundled_only
1968,at,se,bundled_only
1968,at,yu,bundled_only
1968,be,at,bundled_only
1968,be,be,bundled_only
1968,be,ch,bundled_only
1968,be,de,bundled_only
1968,be,es,bundled_only
1968,be,fi,bundled_only
1968,be,fr,bundled_only
1968,be,gb,bundled_only
1968,be,ie,bundled_only
1968,be,it,bundled_only
1968,be,lu,bundled_only
1968,be,mc,bundled_only
1968,be,nl,bundled_only
1968,be,no,bundled_only
1968,be,pt,bundled_only
1968,be,se,bundled_only
1968,be,yu,bundled_only
1968,ch,at,bundled_only
1968,ch,be,bundled_only
1968,ch,ch,bundled_only
1968,ch,de,bundled_only
1968,ch,es,bundled_only
1968,ch,fi,bundled_only
1968,ch,fr,bundled_only
1968,ch,gb,bundled_only
1968,ch,ie,bundled_only
1968,ch,it,bundled_only
1968,ch,lu,bundled_only
1968,ch,mc,bundled_only
1968,ch,nl,bundled_only
1968,ch,no,bundled_only
1968,ch,pt,bundled_only
1968,ch,se,bundled_only
1968,ch,yu,bundled_only
1968,de,at,bundled_only
1968,de,be,bundled_only
1968,de,ch,bundled_only
1968,de,de,bundled_only
1968,de,es,bundled_only
1968,de,fi,bundled_only
1968,de,fr,bundled_only
1968,de,gb,bundled_only
1968,de,ie,bundled_only
1968,de,it,bundled_only
1968,de,lu,bundled_only
1968,de,mc,bundled_only
1968,de,nl,bundled_only
1968,de,no,bundled_only
1968,de,pt,bundled_only
1968,de,se,bundled_only
1968,de,yu,bundled_only
1968,es,at,bundled_only
1968,es,be,bundled_only
1968,es,ch,bundled_only
1968,es,de,bundled_only
1968,es,es,bundled_only
1968,es,fi,bundled_only
1968,es,fr,bundled_only
1968,es,gb,bundled_only
1968,es,ie,bundled_only
1968,es,it,bundled_only
1968,es,lu,bundled_only
1968,es,mc,bundled_only
1968,es,nl,bundled_only
1968,es,no,bundled_only
1968,es,pt,bundled_only
1968,es,se,bundled_only
1968,es,yu,bundled_only
1968,fi,at,bundled_only
1968,fi,be,bundled_only
1968,fi,ch,bundled_only
1968,fi,de,bundled_only
1968,fi,es,bundled_only
1968,fi,fi,bundled_only
