year,from,to,present_in
1968,fi,fr,bundled_only
1968,fi,gb,bundled_only
1968,fi,ie,bundled_only
1968,fi,it,bundled_only
1968,fi,lu,bundled_only
1968,fi,mc,bundled_only
1968,fi,nl,bundled_only
1968,fi,no,bundled_only
1968,fi,pt,bundled_only
1968,fi,se,bundled_only
1968,fi,yu,bundled_only
1968,fr,at,bundled_only
1968,fr,be,bundled_only
1968,fr,ch,bundled_only
1968,fr,de,bundled_only
1968,fr,es,bundled_only
1968,fr,fi,bundled_only
1968,fr,fr,bundled_only
1968,fr,gb,bundled_only
1968,fr,ie,bundled_only
1968,fr,it,bundled_only
1968,fr,lu,bundled_only
1968,fr,mc,bundled_only
1968,fr,nl,bundled_only
1968,fr,no,bundled_only
1968,fr,pt,bundled_only
1968,fr,se,bundled_only
1968,fr,yu,bundled_only
1968,gb,at,bundled_only
1968,gb,be,bundled_only
1968,gb,ch,bundled_only
1968,gb,de,bundled_only
1968,gb,es,bundled_only
1968,gb,fi,bundled_only
1968,gb,fr,bundled_only
1968,gb,gb,bundled_only
1968,gb,ie,bundled_only
1968,gb,it,bundled_only
1968,gb,lu,bundled_only
1968,gb,mc,bundled_only
1968,gb,nl,bundled_only
1968,gb,no,bundled_only
1968,gb,pt,bundled_only
1968,gb,se,bundled_only
1968,gb,yu,bundled_only
1968,ie,at,bundled_only
1968,ie,be,bundled_only
1968,ie,ch,bundled_only
1968,ie,de,bundled_only
1968,ie,es,bundled_only
1968,ie,fi,bundled_only
1968,ie,fr,bundled_only
1968,ie,gb,bundled_only
1968,ie,ie,bundled_only
1968,ie,it,bundled_only
1968,ie,lu,bundled_only
1968,ie,mc,bundled_only
1968,ie,nl,bundled_only
1968,ie,no,bundled_only
1968,ie,pt,bundled_only
1968,ie,se,bundled_only
1968,ie,yu,bundled_only
1968,it,at,bundled_only
1968,it,be,bundled_only
1968,it,ch,bundled_only
1968,it,de,bundled_only
1968,it,es,bundled_only
1968,it,fi,bundled_only
1968,it,fr,bundled_only
1968,it,gb,bundled_only
1968,it,ie,bundled_only
1968,it,it,bundled_only
1968,it,lu,bundled_only
1968,it,mc,bundled_only
1968,it,nl,bundled_only
1968,it,no,bundled_only
1968,it,pt,bundled_only
1968,it,se,bundled_only
1968,it,yu,bundled_only
1968,lu,at,bundled_only
1968,lu,be,bundled_only
1968,lu,ch,bundled_only
1968,lu,de,bundled_only
1968,lu,es,bundled_only
1968,lu,fi,bundled_only
1968,lu,fr,bundled_only
1968,lu,gb,bundled_only
1968,lu,ie,bundled_only
1968,lu,it,bundled_only
1968,lu,lu,bundled_only
1968,lu,mc,bundled_only
1968,lu,nl,bundled_only
1968,lu,no,bundled_only
1968,lu,pt,bundled_only
1968,lu,se,bundled_only
1968,lu,yu,bundled_only
1968,mc,at,bundled_only
1968,mc,be,bundled_only
1968,mc,ch,bundled_only
1968,mc,de,bundled_only
1968,mc,es,bundled_only
1968,mc,fi,bundled_only
1968,mc,fr,bundled_only
1968,mc,gb,bundled_only
1968,mc,ie,bundled_only
1968,mc,it,bundled_only
1968,mc,lu,bundled_only
1968,mc,mc,bundled_only
1968,mc,nl,bundled_only
1968,mc,no,bundled_only
1968,mc,pt,bundled_only
1968,mc,se,bundled_only
1968,mc,yu,bundled_only
1968,nl,at,bundled_only
1968,nl,be,bundled_only
1968,nl,ch,bundled_only
1968,nl,de,bundled_only
1968,nl,es,bundled_only
1968,nl,fi,bundled_only
1968,nl,fr,bundled_only
1968,nl,gb,bundled_only
1968,nl,ie,bundled_only
1968,nl,it,bundled_only
1968,nl,lu,bundled_only
1968,nl,mc,bundled_only
1968,nl,nl,bundled_only
1968,nl,no,bundled_only
1968,nl,pt,bundled_only
1968,nl,se,bundled_only
1968,nl,yu,bundled_only
1968,no,at,bundled_only
1968,no,be,bundled_only
1968,no,ch,bundled_only
1968,no,de,bundled_only
1968,no,es,bundled_only
1968,no,fi,bundled_only
1968,no,fr,bundled_only
1968,no,gb,bundled_only
1968,no,ie,bundled_only
1968,no,it,bundled_only
1968,no,lu,bundled_only
1968,no,mc,bundled_only
1968,no,nl,bundled_only
1968,no,no,bundled_only
1968,no,pt,bundled_only
1968,no,se,bundled_only
1968,no,yu,bundled_only
1968,pt,at,bundled_only
1968,pt,be,bundled_only
1968,pt,ch,bundled_only
1968,pt,de,bundled_only
1968,pt,es,bundled_only
1968,pt,fi,bundled_only
1968,pt,fr,bundled_only
1968,pt,gb,bundled_only
1968,pt,ie,bundled_only
1968,pt,it,bundled_only
1968,pt,lu,bundled_only
1968,pt,mc,bundled_only
1968,pt,nl,bundled_only
1968,pt,no,bundled_only
1968,pt,pt,bundled_only
1968,pt,se,bundled_only
1968,pt,yu,bundled_only
1968,se,at,bundled_only
1968,se,be,bundled_only
1968,se,ch,bundled_only
1968,se,de,bundled_only
1968,se,es,bundled_only
1968,se,fi,bundled_only
1968,se,fr,bundled_only
1968,se,gb,bundled_only
1968,se,ie,bundled_only
1968,se,it,bundled_only
1968,se,lu,bundled_only
1968,se,mc,bundled_only
1968,se,nl,bundled_only
1968,se,no,bundled_only
1968,se,pt,bundled_only
1968,se,se,bundled_only
1968,se,yu,bundled_only
1968,yu,at,bundled_only
1968,yu,be,bundled_only
1968,yu,ch,bundled_only
1968,yu,de,bundled_only
1968,yu,es,bundled_only
1968,yu,fi,bundled_only
1968,yu,fr,bundled_only
1968,yu,gb,bundled_only
1968,yu,ie,bundled_only
1968,yu,it,bundled_only
1968,yu,lu,bundled_only
1968,yu,mc,bundled_only
1968,yu,nl,bundled_only
1968,yu,no,bundled_only
1968,yu,pt,bundled_only
1968,yu,se,bundled_only
1968,yu,yu,bundled_only
1969,be,be,bundled_only
1969,be,ch,bundled_only
1969,be,de,bundled_only
1969,be,es,bundled_only
1969,be,fi,bundled_only
1969,be,fr,bundled_only
1969,be,gb,bundled_only
1969,be,ie,bundled_only
1969,be,it,bundled_only
1969,be,lu,bundled_only
1969,be,mc,bundled_only
1969,be,nl,bundled_only
1969,be,no,bundled_only
1969,be,pt,bundled_only
1969,be,se,bundled_only
1969,be,yu,bundled_only
1969,ch,be,bundled_only
1969,ch,ch,bundled_only
1969,ch,de,bundled_only
1969,ch,es,bundled_only
1969,ch,fi,bundled_only
1969,ch,fr,bundled_only
1969,ch,gb,bundled_only
1969,ch,ie,bundled_only
1969,ch,it,bundled_only
1969,ch,lu,bundled_only
1969,ch,mc,bundled_only
1969,ch,nl,bundled_only
1969,ch,no,bundled_only
1969,ch,pt,bundled_only
1969,ch,se,bundled_only
1969,ch,yu,bundled_only
1969,de,be,bundled_only
1969,de,ch,bundled_only
1969,de,de,bundled_only
1969,de,es,bundled_only
1969,de,fi,bundled_only
1969,de,fr,bundled_only
1969,de,gb,bundled_only
1969,de,ie,bundled_only
1969,de,it,bundled_only
1969,de,lu,bundled_only
1969,de,mc,bundled_only
1969,de,nl,bundled_only
1969,de,no,bundled_only
1969,de,pt,bundled_only
1969,de,se,bundled_only
1969,de,yu,bundled_only
1969,es,be,bundled_only
1969,es,ch,bundled_only
1969,es,de,bundled_only
1969,es,es,bundled_only
1969,es,fi,bundled_only
1969,es,fr,bundled_only
1969,es,gb,bundled_only
1969,es,ie,bundled_only
1969,es,it,bundled_only
1969,es,lu,bundled_only
1969,es,mc,bundled_only
1969,es,nl,bundled_only
1969,es,no,bundled_only
1969,es,pt,bundled_only
1969,es,se,bundled_only
1969,es,yu,bundled_only
1969,fi,be,bundled_only
1969,fi,ch,bundled_only
1969,fi,de,bundled_only
1969,fi,es,bundled_only
1969,fi,fi,bundled_only
1969,fi,fr,bundled_only
1969,fi,gb,bundled_only
1969,fi,ie,bundled_only
1969,fi,it,bundled_only
1969,fi,lu,bundled_only
1969,fi,mc,bundled_only
1969,fi,nl,bundled_only
1969,fi,no,bundled_only
1969,fi,pt,bundled_only
1969,fi,se,bundled_only
1969,fi,yu,bundled_only
1969,fr,be,bundled_only
1969,fr,ch,bundled_only
1969,fr,de,bundled_only
1969,fr,es,bundled_only
1969,fr,fi,bundled_only
1969,fr,fr,bundled_only
1969,fr,gb,bundled_only
1969,fr,ie,bundled_only
1969,fr,it,bundled_only
1969,fr,lu,bundled_only
1969,fr,mc,bundled_only
1969,fr,nl,bundled_only
1969,fr,no,bundled_only
1969,fr,pt,bundled_only
1969,fr,se,bundled_only
1969,fr,yu,bundled_only
1969,gb,be,bundled_only
1969,gb,ch,bundled_only
1969,gb,de,bundled_only
1969,gb,es,bundled_only
1969,gb,fi,bundled_only
1969,gb,fr,bundled_only
1969,gb,gb,bundled_only
1969,gb,ie,bundled_only
1969,gb,it,bundled_only
1969,gb,lu,bundled_only
1969,gb,mc,bundled_only
1969,gb,nl,bundled_only
1969,gb,no,bundled_only
1969,gb,pt,bundled_only
1969,gb,se,bundled_only
1969,gb,yu,bundled_only
1969,ie,be,bundled_only
1969,ie,ch,bundled_only
1969,ie,de,bundled_only
1969,ie,es,bundled_only
1969,ie,fi,bundled_only
1969,ie,fr,bundled_only
1969,ie,gb,bundled_only
1969,ie,ie,bundled_only
1969,ie,it,bundled_only
1969,ie,lu,bundled_only
1969,ie,mc,bundled_only
1969,ie,nl,bundled_only
1969,ie,no,bundled_only
1969,ie,pt,bundled_only
1969,ie,se,bundled_only
1969,ie,yu,bundled_only
1969,it,be,bundled_only
1969,it,ch,bundled_only
1969,it,de,bundled_only
1969,it,es,bundled_only
1969,it,fi,bundled_only
1969,it,fr,bundled_only
1969,it,gb,bundled_only
1969,it,ie,bundled_only
1969,it,it,bundled_only
1969,it,lu,bundled_only
1969,it,mc,bundled_only
1969,it,nl,bundled_only
1969,it,no,bundled_only
1969,it,pt,bundled_only
1969,it,se,bundled_only
1969,it,yu,bundled_only
1969,lu,be,bundled_only
1969,lu,ch,bundled_only
1969,lu,de,bundled_only
1969,lu,es,bundled_only
1969,lu,fi,bundled_only
1969,lu,fr,bundled_only
1969,lu,gb,bundled_only
1969,lu,ie,bundled_only
1969,lu,it,bundled_only
1969,lu,lu,bundled_only
1969,lu,mc,bundled_only
1969,lu,nl,bundled_only
1969,lu,no,bundled_only
1969,lu,pt,bundled_only
1969,lu,se,bundled_only
1969,lu,yu,bundled_only
1969,mc,be,bundled_only
1969,mc,ch,bundled_only
1969,mc,de,bundled_only
1969,mc,es,bundled_only
1969,mc,fi,bundled_only
1969,mc,fr,bundled_only
1969,mc,gb,bundled_only
1969,mc,ie,bundled_only
1969,mc,it,bundled_only
1969,mc,lu,bundled_only
1969,mc,mc,bundled_only
1969,mc,nl,bundled_only
1969,mc,no,bundled_only
1969,mc,pt,bundled_only
1969,mc,se,bundled_only
1969,mc,yu,bundled_only
1969,nl,be,bundled_only
1969,nl,ch,bundled_only
1969,nl,de,bundled_only
1969,nl,es,bundled_only
1969,nl,fi,bundled_only
1969,nl,fr,bundled_only
1969,nl,gb,bundled_only
1969,nl,ie,bundled_only
1969,nl,it,bundled_only
1969,nl,lu,bundled_only
1969,nl,mc,bundled_only
1969,nl,nl,bundled_only
1969,nl,no,bundled_only
1969,nl,pt,bundled_only
1969,nl,se,bundled_only
1969,nl,yu,bundled_only
1969,no,be,bundled_only
1969,no,ch,bundled_only
1969,no,de,bundled_only
1969,no,es,bundled_only
1969,no,fi,bundled_only
1969,no,fr,bundled_only
1969,no,gb,bundled_only
1969,no,ie,bundled_only
1969,no,it,bundled_only
1969,no,lu,bundled_only
1969,no,mc,bundled_only
1969,no,nl,bundled_only
1969,no,no,bundled_only
1969,no,pt,bundled_only
1969,no,se,bundled_only
1969,no,yu,bundled_only
1969,pt,be,bundled_only
1969,pt,ch,bundled_only
1969,pt,de,bundled_only
1969,pt,es,bundled_only
1969,pt,fi,bundled_only
1969,pt,fr,bundled_only
1969,pt,gb,bundled_only
1969,pt,ie,bundled_only
1969,pt,it,bundled_only
1969,pt,lu,bundled_only
1969,pt,mc,bundled_only
1969,pt,nl,bundled_only
1969,pt,no,bundled_only
1969,pt,pt,bundled_only
1969,pt,se,bundled_only
1969,pt,yu,bundled_only
1969,se,be,bundled_only
1969,se,ch,bundled_only
1969,se,de,bundled_only
1969,se,es,bundled_only
1969,se,fi,bundled_only
1969,se,fr,bundled_only
1969,se,gb,bundled_only
1969,se,ie,bundled_only
1969,se,it,bundled_only
1969,se,lu,bundled_only
1969,se,mc,bundled_only
1969,se,nl,bundled_only
1969,se,no,bundled_only
1969,se,pt,bundled_only
1969,se,se,bundled_only
1969,se,yu,bundled_only
1969,yu,be,bundled_only
1969,yu,ch,bundled_only
1969,yu,de,bundled_only
1969,yu,es,bundled_only
1969,yu,fi,bundled_only
1969,yu,fr,bundled_only
1969,yu,gb,bundled_only
1969,yu,ie,bundled_only
1969,yu,it,bundled_only
1969,yu,lu,bundled_only
1969,yu,mc,bundled_only
1969,yu,nl,bundled_only
1969,yu,no,bundled_only
1969,yu,pt,bundled_only
1969,yu,se,bundled_only
1969,yu,yu,bundled_only
1970,be,be,bundled_only
1970,be,ch,bundled_only
1970,be,de,bundled_only
1970,be,es,bundled_only
1970,be,fr,bundled_only
1970,be,gb,bundled_only
1970,be,ie,bundled_only
1970,be,it,bundled_only
1970,be,lu,bundled_only
1970,be,mc,bundled_only
1970,be,nl,bundled_only
1970,be,yu,bundled_only
1970,ch,be,bundled_only
1970,ch,ch,bundled_only
1970,ch,de,bundled_only
1970,ch,es,bundled_only
1970,ch,fr,bundled_only
1970,ch,gb,bundled_only
1970,ch,ie,bundled_only
1970,ch,it,bundled_only
1970,ch,lu,bundled_only
1970,ch,mc,bundled_only
1970,ch,nl,bundled_only
1970,ch,yu,bundled_only
1970,de,be,bundled_only
1970,de,ch,bundled_only
1970,de,de,bundled_only
1970,de,es,bundled_only
1970,de,fr,bundled_only
1970,de,gb,bundled_only
1970,de,ie,bundled_only
1970,de,it,bundled_only
1970,de,lu,bundled_only
1970,de,mc,bundled_only
1970,de,nl,bundled_only
1970,de,yu,bundled_only
1970,es,be,bundled_only
1970,es,ch,bundled_only
1970,es,de,bundled_only
1970,es,es,bundled_only
1970,es,fr,bundled_only
1970,es,gb,bundled_only
1970,es,ie,bundled_only
1970,es,it,bundled_only
1970,es,lu,bundled_only
1970,es,mc,bundled_only
1970,es,nl,bundled_only
1970,es,yu,bundled_only
1970,fr,be,bundled_only
1970,fr,ch,bundled_only
1970,fr,de,bundled_only
1970,fr,es,bundled_only
1970,fr,fr,bundled_only
1970,fr,gb,bundled_only
1970,fr,ie,bundled_only
1970,fr,it,bundled_only
1970,fr,lu,bundled_only
1970,fr,mc,bundled_only
1970,fr,nl,bundled_only
1970,fr,yu,bundled_only
1970,gb,be,bundled_only
1970,gb,ch,bundled_only
1970,gb,de,bundled_only
1970,gb,es,bundled_only
1970,gb,fr,bundled_only
1970,gb,gb,bundled_only
1970,gb,ie,bundled_only
1970,gb,it,bundled_only
1970,gb,lu,bundled_only
1970,gb,mc,bundled_only
1970,gb,nl,bundled_only
1970,gb,yu,bundled_only
1970,ie,be,bundled_only
1970,ie,ch,bundled_only
1970,ie,de,bundled_only
1970,ie,es,bundled_only
1970,ie,fr,bundled_only
1970,ie,gb,bundled_only
1970,ie,ie,bundled_only
1970,ie,it,bundled_only
1970,ie,lu,bundled_only
1970,ie,mc,bundled_only
1970,ie,nl,bundled_only
1970,ie,yu,bundled_only
1970,it,be,bundled_only
1970,it,ch,bundled_only
1970,it,de,bundled_only
1970,it,es,bundled_only
1970,it,fr,bundled_only
1970,it,gb,bundled_only
1970,it,ie,bundled_only
1970,it,it,bundled_only
1970,it,lu,bundled_only
1970,it,mc,bundled_only
1970,it,nl,bundled_only
1970,it,yu,bundled_only
1970,lu,be,bundled_only
1970,lu,ch,bundled_only
1970,lu,de,bundled_only
1970,lu,es,bundled_only
1970,lu,fr,bundled_only
1970,lu,gb,bundled_only
1970,lu,ie,bundled_only
1970,lu,it,bundled_only
1970,lu,lu,bundled_only
1970,lu,mc,bundled_only
1970,lu,nl,bundled_only
1970,lu,yu,bundled_only
1970,mc,be,bundled_only
1970,mc,ch,bundled_only
1970,mc,de,bundled_only
1970,mc,es,bundled_only
1970,mc,fr,bundled_only
1970,mc,gb,bundled_only
1970,mc,ie,bundled_only
1970,mc,it,bundled_only
1970,mc,lu,bundled_only
1970,mc,mc,bundled_only
1970,mc,nl,bundled_only
1970,mc,yu,bundled_only
1970,nl,be,bundled_only
1970,nl,ch,bundled_only
1970,nl,de,bundled_only
1970,nl,es,bundled_only
1970,nl,fr,bundled_only
1970,nl,gb,bundled_only
1970,nl,ie,bundled_only
1970,nl,it,bundled_only
1970,nl,lu,bundled_only
1970,nl,mc,bundled_only
1970,nl,nl,bundled_only
1970,nl,yu,bundled_only
1970,yu,be,bundled_only
1970,yu,ch,bundled_only
1970,yu,de,bundled_only
1970,yu,es,bundled_only
1970,yu,fr,bundled_only
1970,yu,gb,bundled_only
1970,yu,ie,bundled_only
1970,yu,it,bundled_only
1970,yu,lu,bundled_only
1970,yu,mc,bundled_only
1970,yu,nl,bundled_only
1970,yu,yu,bundled_only
1971,at,at,bundled_only
1971,at,be,bundled_only
1971,at,ch,bundled_only
1971,at,de,bundled_only
1971,at,es,bundled_only
1971,at,fi,bundled_only
1971,at,fr,bundled_only
1971,at,gb,bundled_only
1971,at,ie,bundled_only
1971,at,it,bundled_only
1971,at,lu,bundled_only
1971,at,mc,bundled_only
1971,at,mt,bundled_only
1971,at,nl,bundled_only
1971,at,no,bundled_only
1971,at,pt,bundled_only
1971,at,se,bundled_only
1971,at,yu,bundled_only
1971,be,at,bundled_only
1971,be,be,bundled_only
1971,be,ch,bundled_only
1971,be,de,bundled_only
1971,be,es,bundled_only
1971,be,fi,bundled_only
1971,be,fr,bundled_only
1971,be,gb,bundled_only
1971,be,ie,bundled_only
1971,be,it,bundled_only
1971,be,lu,bundled_only
1971,be,mc,bundled_only
1971,be,mt,bundled_only
1971,be,nl,bundled_only
1971,be,no,bundled_only
1971,be,pt,bundled_only
1971,be,se,bundled_only
1971,be,yu,bundled_only
1971,ch,at,bundled_only
1971,ch,be,bundled_only
1971,ch,ch,bundled_only
1971,ch,de,bundled_only
1971,ch,es,bundled_only
1971,ch,fi,bundled_only
1971,ch,fr,bundled_only
1971,ch,gb,bundled_only
1971,ch,ie,bundled_only
1971,ch,it,bundled_only
1971,ch,lu,bundled_only
1971,ch,mc,bundled_only
1971,ch,mt,bundled_only
1971,ch,nl,bundled_only
1971,ch,no,bundled_only
1971,ch,pt,bundled_only
1971,ch,se,bundled_only
1971,ch,yu,bundled_only
1971,de,at,bundled_only
1971,de,be,bundled_only
1971,de,ch,bundled_only
1971,de,de,bundled_only
1971,de,es,bundled_only
1971,de,fi,bundled_only
1971,de,fr,bundled_only
1971,de,gb,bundled_only
1971,de,ie,bundled_only
1971,de,it,bundled_only
1971,de,lu,bundled_only
1971,de,mc,bundled_only
1971,de,mt,bundled_only
1971,de,nl,bundled_only
1971,de,no,bundled_only
1971,de,pt,bundled_only
1971,de,se,bundled_only
1971,de,yu,bundled_only
1971,es,at,bundled_only
1971,es,be,bundled_only
1971,es,ch,bundled_only
1971,es,de,bundled_only
1971,es,es,bundled_only
1971,es,fi,bundled_only
1971,es,fr,bundled_only
1971,es,gb,bundled_only
1971,es,ie,bundled_only
1971,es,it,bundled_only
1971,es,lu,bundled_only
1971,es,mc,bundled_only
1971,es,mt,bundled_only
1971,es,nl,bundled_only
1971,es,no,bundled_only
1971,es,pt,bundled_only
1971,es,se,bundled_only
1971,es,yu,bundled_only
1971,fi,at,bundled_only
1971,fi,be,bundled_only
1971,fi,ch,bundled_only
1971,fi,de,bundled_only
1971,fi,es,bundled_only
1971,fi,fi,bundled_only
1971,fi,fr,bundled_only
1971,fi,gb,bundled_only
1971,fi,ie,bundled_only
1971,fi,it,bundled_only
1971,fi,lu,bundled_only
1971,fi,mc,bundled_only
1971,fi,mt,bundled_only
1971,fi,nl,bundled_only
1971,fi,no,bundled_only
1971,fi,pt,bundled_only
1971,fi,se,bundled_only
1971,fi,yu,bundled_only
1971,fr,at,bundled_only
1971,fr,be,bundled_only
1971,fr,ch,bundled_only
1971,fr,de,bundled_only
1971,fr,es,bundled_only
1971,fr,fi,bundled_only
1971,fr,fr,bundled_only
1971,fr,gb,bundled_only
1971,fr,ie,bundled_only
1971,fr,it,bundled_only
1971,fr,lu,bundled_only
1971,fr,mc,bundled_only
1971,fr,mt,bundled_only
1971,fr,nl,bundled_only
1971,fr,no,bundled_only
1971,fr,pt,bundled_only
1971,fr,se,bundled_only
1971,fr,yu,bundled_only
1971,gb,at,bundled_only
1971,gb,be,bundled_only
1971,gb,ch,bundled_only
1971,gb,de,bundled_only
1971,gb,es,bundled_only
1971,gb,fi,bundled_only
1971,gb,fr,bundled_only
1971,gb,gb,bundled_only
1971,gb,ie,bundled_only
1971,gb,it,bundled_only
1971,gb,lu,bundled_only
1971,gb,mc,bundled_only
1971,gb,mt,bundled_only
1971,gb,nl,bundled_only
1971,gb,no,bundled_only
1971,gb,pt,bundled_only
1971,gb,se,bundled_only
1971,gb,yu,bundled_only
1971,ie,at,bundled_only
1971,ie,be,bundled_only
1971,ie,ch,bundled_only
1971,ie,de,bundled_only
1971,ie,es,bundled_only
1971,ie,fi,bundled_only
1971,ie,fr,bundled_only
1971,ie,gb,bundled_only
1971,ie,ie,bundled_only
1971,ie,it,bundled_only
1971,ie,lu,bundled_only
1971,ie,mc,bundled_only
1971,ie,mt,bundled_only
1971,ie,nl,bundled_only
1971,ie,no,bundled_only
1971,ie,pt,bundled_only
1971,ie,se,bundled_only
1971,ie,yu,bundled_only
1971,it,at,bundled_only
1971,it,be,bundled_only
1971,it,ch,bundled_only
1971,it,de,bundled_only
1971,it,es,bundled_only
1971,it,fi,bundled_only
1971,it,fr,bundled_only
1971,it,gb,bundled_only
1971,it,ie,bundled_only
1971,it,it,bundled_only
1971,it,lu,bundled_only
1971,it,mc,bundled_only
1971,it,mt,bundled_only
1971,it,nl,bundled_only
1971,it,no,bundled_only
1971,it,pt,bundled_only
1971,it,se,bundled_only
1971,it,yu,bundled_only
1971,lu,at,bundled_only
1971,lu,be,bundled_only
1971,lu,ch,bundled_only
1971,lu,de,bundled_only
1971,lu,es,bundled_only
1971,lu,fi,bundled_only
1971,lu,fr,bundled_only
1971,lu,gb,bundled_only
1971,lu,ie,bundled_only
1971,lu,it,bundled_only
1971,lu,lu,bundled_only
1971,lu,mc,bundled_only
1971,lu,mt,bundled_only
1971,lu,nl,bundled_only
1971,lu,no,bundled_only
1971,lu,pt,bundled_only
1971,lu,se,bundled_only
1971,lu,yu,bundled_only
1971,mc,at,bundled_only
1971,mc,be,bundled_only
1971,mc,ch,bundled_only
1971,mc,de,bundled_only
1971,mc,es,bundled_only
1971,mc,fi,bundled_only
1971,mc,fr,bundled_only
1971,mc,gb,bundled_only
1971,mc,ie,bundled_only
1971,mc,it,bundled_only
1971,mc,lu,bundled_only
1971,mc,mc,bundled_only
1971,mc,mt,bundled_only
1971,mc,nl,bundled_only
1971,mc,no,bundled_only
1971,mc,pt,bundled_only
1971,mc,se,bundled_only
1971,mc,yu,bundled_only
1971,mt,at,bundled_only
1971,mt,be,bundled_only
1971,mt,ch,bundled_only
1971,mt,de,bundled_only
1971,mt,es,bundled_only
1971,mt,fi,bundled_only
1971,mt,fr,bundled_only
1971,mt,gb,bundled_only
1971,mt,ie,bundled_only
1971,mt,it,bundled_only
1971,mt,lu,bundled_only
1971,mt,mc,bundled_only
1971,mt,mt,bundled_only
1971,mt,nl,bundled_only
1971,mt,no,bundled_only
1971,mt,pt,bundled_only
1971,mt,se,bundled_only
1971,mt,yu,bundled_only
1971,nl,at,bundled_only
1971,nl,be,bundled_only
1971,nl,ch,bundled_only
1971,nl,de,bundled_only
1971,nl,es,bundled_only
1971,nl,fi,bundled_only
1971,nl,fr,bundled_only
1971,nl,gb,bundled_only
1971,nl,ie,bundled_only
1971,nl,it,bundled_only
1971,nl,lu,bundled_only
1971,nl,mc,bundled_only
1971,nl,mt,bundled_only
1971,nl,nl,bundled_only
1971,nl,no,bundled_only
1971,nl,pt,bundled_only
1971,nl,se,bundled_only
1971,nl,yu,bundled_only
1971,no,at,bundled_only
1971,no,be,bundled_only
1971,no,ch,bundled_only
1971,no,de,bundled_only
1971,no,es,bundled_only
1971,no,fi,bundled_only
1971,no,fr,bundled_only
1971,no,gb,bundled_only
1971,no,ie,bundled_only
1971,no,it,bundled_only
1971,no,lu,bundled_only
1971,no,mc,bundled_only
1971,no,mt,bundled_only
1971,no,nl,bundled_only
1971,no,no,bundled_only
1971,no,pt,bundled_only
1971,no,se,bundled_only
1971,no,yu,bundled_only
1971,pt,at,bundled_only
1971,pt,be,bundled_only
1971,pt,ch,bundled_only
1971,pt,de,bundled_only
1971,pt,es,bundled_only
1971,pt,fi,bundled_only
1971,pt,fr,bundled_only
1971,pt,gb,bundled_only
1971,pt,ie,bundled_only
1971,pt,it,bundled_only
1971,pt,lu,bundled_only
1971,pt,mc,bundled_only
1971,pt,mt,bundled_only
1971,pt,nl,bundled_only
1971,pt,no,bundled_only
1971,pt,pt,bundled_only
1971,pt,se,bundled_only
1971,pt,yu,bundled_only
1971,se,at,bundled_only
1971,se,be,bundled_only
1971,se,ch,bundled_only
1971,se,de,bundled_only
1971,se,es,bundled_only
1971,se,fi,bundled_only
1971,se,fr,bundled_only
1971,se,gb,bundled_only
1971,se,ie,bundled_only
1971,se,it,bundled_only
1971,se,lu,bundled_only
1971,se,mc,bundled_only
1971,se,mt,bundled_only
1971,se,nl,bundled_only
1971,se,no,bundled_only
1971,se,pt,bundled_only
1971,se,se,bundled_only
1971,se,yu,bundled_only
1971,yu,at,bundled_only
1971,yu,be,bundled_only
1971,yu,ch,bundled_only
1971,yu,de,bundled_only
1971,yu,es,bundled_only
1971,yu,fi,bundled_only
1971,yu,fr,bundled_only
1971,yu,gb,bundled_only
1971,yu,ie,bundled_only
1971,yu,it,bundled_only
1971,yu,lu,bundled_only
1971,yu,mc,bundled_only
1971,yu,mt,bundled_only
1971,yu,nl,bundled_only
1971,yu,no,bundled_only
1971,yu,pt,bundled_only
1971,yu,se,bundled_only
1971,yu,yu,bundled_only
1972,at,at,bundled_only
1972,at,be,bundled_only
1972,at,ch,bundled_only
1972,at,de,bundled_only
1972,at,es,bundled_only
1972,at,fi,bundled_only
1972,at,fr,bundled_only
1972,at,gb,bundled_only
1972,at,ie,bundled_only
1972,at,it,bundled_only
1972,at,lu,bundled_only
1972,at,mc,bundled_only
1972,at,mt,bundled_only
1972,at,nl,bundled_only
1972,at,no,bundled_only
1972,at,pt,bundled_only
1972,at,se,bundled_only
1972,at,yu,bundled_only
1972,be,at,bundled_only
1972,be,be,bundled_only
1972,be,ch,bundled_only
1972,be,de,bundled_only
1972,be,es,bundled_only
1972,be,fi,bundled_only
1972,be,fr,bundled_only
1972,be,gb,bundled_only
1972,be,ie,bundled_only
1972,be,it,bundled_only
1972,be,lu,bundled_only
1972,be,mc,bundled_only
1972,be,mt,bundled_only
1972,be,nl,bundled_only
1972,be,no,bundled_only
1972,be,pt,bundled_only
1972,be,se,bundled_only
1972,be,yu,bundled_only
1972,ch,at,bundled_only
1972,ch,be,bundled_only
1972,ch,ch,bundled_only
1972,ch,de,bundled_only
1972,ch,es,bundled_only
1972,ch,fi,bundled_only
1972,ch,fr,bundled_only
1972,ch,gb,bundled_only
1972,ch,ie,bundled_only
1972,ch,it,bundled_only
1972,ch,lu,bundled_only
1972,ch,mc,bundled_only
1972,ch,mt,bundled_only
1972,ch,nl,bundled_only
1972,ch,no,bundled_only
1972,ch,pt,bundled_only
1972,ch,se,bundled_only
1972,ch,yu,bundled_only
1972,de,at,bundled_only
1972,de,be,bundled_only
1972,de,ch,bundled_only
1972,de,de,bundled_only
1972,de,es,bundled_only
